medcode	stdterm	attrstring	linkto	comment
600718	 babinski reflex / sign 	TOIO	11592	
600719	 response plantar 	TT	11592	
600720	 response extensor plantar 	TTT	11592	
600721	 response plantar flexor 	TTT	24700	
600722	 response plantar extensor 	TTT	36684	
600723	 absent abdominal reflexes 	FFF	31307	
600724	 spasm cremasteric muscle 	TTT	22027	
600725	 gag reflex absent 	FFF	45811	
600726	 normal mentation 	TT	18576	
600727	 opisthotonus 	T	23343	
600728	 expressive aphasia 	TT	31406	
600729	 broca aphasia 	TT	31406	
600730	 words spoken inability to understand 	TTTIT	29380	
600731	 sensory aphasia 	TT	29380	
600732	 auditory aphasia 	TT	29380	
600733	 aphasia receptive 	TT	29380	
600734	 wernicke aphasia 	TT	29380	
600735	 amimia 	T	71805	
600736	 vision rt eye abnormality 	TTTT	2865	
600737	 vision lt eye abnormality 	TTTT	5243	
600738	 vision colour normal 	TTT	18513	
600739	 vision colour abnormal 	TTT	4267	
600740	 vessels aberrant fundus eye 	TTTT	35659	
600741	 retinal pigmentation 	TT	3914	
600742	 vision half 	TT	568	
600743	 paralysis medial deviation eye 	TTTT	7227	
600744	 pupils equal 	TT	42393	
600745	 pupil dilated 	TT	29270	
600746	 small pupils 	TT	34025	
600747	 twitching eyes 	TT	4886	
600748	 tonsillar node 	TT	523	
600749	 lymphadenopathy cervical 	TT	523	
600750	 axillary node 	TT	3446	
600751	 glands enlarged axilla 	TTT	3446	
600752	 groin glands enlarged 	TTT	7182	
600753	 offensive nasal discharge 	TTT	29637	
600754	 rhinitis purulent 	TT	25179	
600755	 rhinoscopy 	T	17942	
600756	 nasal septum abnormal 	TTT	1672	
600757	 ear bleeding 	TT	2634	
600758	 normal ear drum 	TTT	8404	
600759	 retraction ear drum 	TTT	6626	
600760	 tender over frontal sinus 	TTTT	12759	
600761	 sinus lightness 	TT	31435	
600762	 inflammation throat 	TT	14931	
600763	 laryngoscopy normal 	TT	2687	
600764	 obstruction in lung 	TIT	8701	
600765	 turbinates oedematous 	TT	37411	
600766	 normal sebaceous glands 	TTT	7330	
600767	 normal skin 	TT	7330	
600768	 skin dry 	TT	2359	
600769	 foreign body jaw 	TTT	2324	
600770	 foreign body scalp 	TTT	2324	
600771	 foreign body face 	TTT	2324	
600772	 foreign body back 	TTT	2324	
600773	 skin rough 	TT	3103	
600774	 rash macular 	TT	5093	
600775	 ecchymosis 	T	9350	
600776	 rash papular 	TT	7261	
600777	 skin nodules 	TT	3249	
600778	 bleb skin 	TT	35644	
600779	 pustule 	T	5590	
600780	 rash pustular 	TT	5590	
600781	 whiteheads 	T	5590	
600782	 wheal 	T	39255	
600783	 welts 	T	39255	
600784	 scales skin 	TT	10361	
600785	 flaky scalp 	TT	4777	
600786	 scaly scalp 	TT	4777	
600787	 scalp crusty 	TT	3510	
600788	 crusty scalp 	TT	3510	
600789	 cyst 	T	323	
600790	 cyst neck 	TT	323	
600791	 cyst cheek 	TT	323	
600792	 cyst skin 	TT	323	
600793	 cyst eyebrow 	TT	21083	
600794	 scalp cyst 	TT	6258	
600795	 skin fissure 	TT	8099	
600796	 skin cracked 	TT	14920	
600797	 skin cracked feet 	TTT	6522	
600798	 hand cracked skin 	TTT	3634	
600799	 ulcer skin 	TT	1727	
600800	 ulcer post skin graft 	TTTT	1727	
600801	 cicatrix 	T	8579	
600802	 sinus sole foot 	TTT	17171	
600803	 suppuration fistula 	TT	601	
600804	 sinus skin discharging 	TTT	601	
600805	 skin peeling 	TT	5815	
600806	 eczema lichenified 	TT	1152	
600807	 skin red 	TT	12190	
600808	 hyperaemia 	T	12190	
600809	 red nose 	TT	17211	
600810	 tender skin 	TT	8564	
600811	 rash discoid 	TT	7518	
600812	 small hands 	TT	6604	
600813	 abnormal foot 	TT	2827	
600814	 deformity foot 	TT	2827	
600815	 pigeon toe 	TT	1351	
600816	 locking joint 	TT	4932	
600817	 pip joint lumps 	TTT	1233	
600818	 swelling joints 	TT	1233	
600819	 movement limitation passive knee joint 	TTTTT	6860	
600820	 poor function thumb 	TTT	6860	
600821	 movement limitation passive ankle 	TTTT	6860	
600822	 motion limited back 	TTT	5623	
600823	 shoulder limitation movement passive 	TTTT	5623	
600824	 spine restricted movement 	TTT	5623	
600825	 movement limitation passive arm 	TTTT	11557	
600826	 wrist limitation movement 	TTT	5043	
600827	 movement limitation hip 	TTT	754	
600828	 movement limitation passive hip 	TTTT	754	
600829	 swelling clavicle 	TT	4349	
600830	 lump humerus 	TT	528	
600831	 crepitus 	T	3785	
600832	 rash without pyrexia 	TIF	4083	
600833	 malar rash 	TT	4083	
600834	 rash rose 	TT	4083	
600835	 low haemoglobin 	TT	3942	
600836	 blood count normal 	TTT	13596	
600837	 blood count abnormal 	TTT	16387	
600838	 haemoconcentration 	T	23476	
600839	 haemodilution 	T	27145	
600840	 polycythaemia 	T	2480	
600841	 raised esr 	TT	14924	
600842	 microcytosis 	T	9933	
600843	 macrocytosis 	T	1962	
600844	 anisocytosis 	T	1191	
600845	 eosinophils normal 	TT	26906	
600846	 eosinophils low 	TT	13742	
600847	 eosinophils high 	TT	18531	
600848	 thrombocytosis 	T	3320	
600849	 coagulation studies normal 	TTT	15727	
600850	 clotting time normal 	TTT	15727	
600851	 coagulation test result normal 	TTTT	15727	
600852	 bleeding time normal 	TTT	15727	
600853	 clotting screen normal 	TTT	15727	
600854	 coagulation time normal 	TTT	15727	
600855	 clotting time abnormal 	TTT	4319	
600856	 coagulation test result abnormal 	TTTT	4319	
600857	 bleeding time abnormal 	TTT	4319	
600858	 clotting screen abnormal 	TTT	4319	
600859	 coagulation time abnormal 	TTT	4319	
600860	 international normal ratio normal 	TTTT	14283	
600861	 international normal ratio abnormal 	TTTT	19844	
600862	 serum iron level normal 	TTTT	15266	
600863	 serum ferritin level low 	TTTT	4566	
600864	 serum ferritin level normal 	TTTT	18405	
600865	 total iron binding capacity normal 	TTTTT	13796	
600866	 total iron binding capacity low 	TTTTT	28719	
600867	 serum iron level abnormal 	TTTT	29357	
600868	 serum b 12 normal 	TTTT	13723	
600869	 serum b 12 abnormal 	TTTT	4647	
600870	 vitamin bi 2 blood level abnormal 	TTTTTT	4647	
600871	 folic acid blood level 	TTTT	3431	
600872	 folic acid blood level normal 	TTTTT	19762	
600873	 hepatitis b non immune 	TTTT	2243	
600874	 hiv antibody test negativeative 	TTTT	4253	
600875	 hiv antiboby test positive 	TTTT	2835	
600876	 msu normal 	TT	2270	
600877	 msu abnormal 	TT	12199	
600878	 urine glucose positive 	TTT	808	
600879	 urine ketones positive 	TTT	13610	
600880	 urine culture positive growth 	TTTT	16511	
600881	 inadequate specimen cervical smear 	TTTT	3644	
600882	 negativeative cervical smear 	TTT	11	
600883	 pap smear negativeative 	TTT	11	
600884	 mild dysplasia cervical smear 	TTTT	5190	
600885	 colposcopy cin i 	TTT	1341	
600886	 cervical smear cin i 	TTTT	1341	
600887	 carcinoma in situ cervical smear 	TITTT	7728	
600888	 cervical smear cin iii 	TTTT	223	
600889	 glandular neoplasia cervical smear 	TTTT	4288	
600890	 cervical smear cin ii 	TTTT	692	
600891	 cervical smear doubtful 	TTT	4823	
600892	 breast feeding difficulty 	TTT	16698	
600893	 pregnant 	T	127	
600894	 stopped breast feeding 	TTT	20293	
600895	 clinic immunisation 	TT	210	
600896	 vaccination prophylactic 	TT	15026	
600897	 prophylactic inoculation 	TT	15026	
600898	 vaccine given 	TT	3800	
600899	 travel vaccinations 	TT	14810	
600900	 immunization against cholera 	TTT	23317	
600901	 1 st cholera immunisation 	TTTT	14591	
600902	 2 nd cholera immunisation 	TTTT	14601	
600903	 booster cholera immunisation 	TTT	14599	
600904	 typhoid immunization 	TT	14605	
600905	 1 st typhoid immunisation 	TTTT	14587	
600906	 2 nd typhoid immunisation 	TTTT	14588	
600907	 booster typhoid immunisation 	TTT	14582	
600908	 tb immunization bcg 	TTT	2694	
600909	 b c g vaccination given 	TTTTT	2694	
600910	 given bcg immunisation 	TTT	4933	
600911	 inoculation diphtheria 	TT	20205	
600912	 1 st diphtheria immunisation 	TTTT	85	
600913	 2 nd diphtheria immunisation 	TTTT	88	
600914	 3 rd diphtheria immunisation 	TTTT	86	
600915	 booster diphtheria immunisation 	TTT	67	
600916	 immunization against whooping cough 	TTTT	23550	
600917	 1 st pertussis immunisation 	TTTT	95	
600918	 2 nd pertussis immunisation 	TTTT	97	
600919	 3 rd pertussis immunisation 	TTTT	94	
600920	 inoculation antitetanus alone 	TTT	9473	
600921	 immunization against tetanus 	TTT	9473	
600922	 1 st tetanus immunisation 	TTTT	69	
600923	 2 nd tetanus immunisation 	TTTT	75	
600924	 3 rd tetanus immunisation 	TTTT	73	
600925	 booster tetanus immunisation 	TTT	28	
600926	 meningitis immunisation given 	TTT	14596	
600927	 meningitis immunization 	TT	14596	
600928	 1 st anthrax immunisation 	TTTT	19486	
600929	 2 nd anthrax immunisation 	TTTT	29258	
600930	 3 rd anthrax immunisation 	TTTT	29259	
600931	 booster anthrax immunisation 	TTT	34617	
600932	 polio immunization 	TT	3359	
600933	 1 st polio immunisation 	TTTT	82	
600934	 2 nd polio immunisation 	TTTT	87	
600935	 3 rd polio immunisation 	TTTT	83	
600936	 booster polio immunisation 	TTT	39	
600937	 vaccination smallpox 	TT	16193	
600938	 measles immunization 	TT	23383	
600939	 given rubella immunisation 	TTT	58	
600940	 rubella immunization 	TT	58	
600941	 1 st yellow fever immunisation 	TTTTT	14595	
600942	 booster yellow fever immunisation 	TTTT	14595	
600943	 yellow fever immunization 	TTT	14595	
600944	 booster rabies immunisation 	TTT	14602	
600945	 1 st rabies immunisation 	TTTT	14597	
600946	 2 nd rabies immunisation 	TTTT	14598	
600947	 1 st influenza immunisation 	TTTT	6	
600948	 3 rd influenza immunisation 	TTTT	6	
600949	 swine flu vaccination 	TTT	6	
600950	 influenza vaccine given 	TTT	6	
600951	 2 nd influenza immunisation 	TTTT	6	
600952	 1 st hepatitis b immunisation 	TTTTT	14579	
600953	 2 nd hepatitis b immunisation 	TTTTT	14580	
600954	 3 rd hepatitis b immunisation 	TTTTT	14581	
600955	 given zoster immunisation 	TTT	14603	
600956	 triple immunization 	TT	23563	
600957	 1 st dtp immunisation 	TTTT	56491	
600958	 2 nd dtp immunisation 	TTTT	56492	
600959	 3 rd dtp immunisation 	TTTT	56493	
600960	 1 st dtppol immunisation 	TTTT	46731	
600961	 2 nd dtppol immunisation 	TTTT	46185	
600962	 3 rd dtppol immunisation 	TTTT	46720	
600963	 1 st dt immunisation 	TTTT	58571	
600964	 2 nd dt immunisation 	TTTT	91523	
600965	 3 rd dt immunisation 	TTTT	64540	
600966	 booster dt immunisation 	TTT	46183	
600967	 school booster immunization 	TTT	23336	
600968	 1 st dtpol immunisation 	TTTT	46721	
600969	 2 nd dtpol immunisation 	TTTT	52951	
600970	 3 rd dtpol immunisation 	TTTT	46742	
600971	 booster dtpol immunisation 	TTT	46184	
600972	 1 st tp immunisation 	TTTT	52796	
600973	 2 nd tpol immunisation 	TTTT	52797	
600974	 2 nd tp immunisation 	TTTT	52797	
600975	 3 rd tpol immunisation 	TTTT	52863	
600976	 3 rd tp immunisation 	TTTT	52863	
600977	 booster tpol immunisation 	TTT	32836	
600978	 given mmr immunisation 	TTT	3387	
600979	 mmr measles mumps and rubella 	TTTIT	3387	
600980	 2 nd dpol immunisation 	TTTT	37375	
600981	 1 st dp immunisation 	TTTT	37375	
600982	 2 nd tppol immunisation 	TTTT	37375	
600983	 2 nd ppol immunisation 	TTTT	37375	
600984	 1 st dpol immunisation 	TTTT	37375	
600985	 3 rd tppol immunisation 	TTTT	37375	
600986	 booster dpol immunisation 	TTT	37375	
600987	 1 st dppol immunisation 	TTTT	37375	
600988	 1 st ppol immunisation 	TTTT	37375	
600989	 vaccination t a b cholera 	TTTTT	37375	
600990	 3 rd dppol immunisation 	TTTT	37375	
600991	 2 nd dp immunisation 	TTTT	37375	
600992	 tab tetanus immunization 	TTT	37375	
600993	 1 st tppol immunisation 	TTTT	37375	
600994	 3 rd dpol immunisation 	TTTT	37375	
600995	 3 rd ppol immunisation 	TTTT	37375	
600996	 2 nd dppol immunisation 	TTTT	37375	
600997	 prophylactic drug therapy antimalarial 	TTTT	2261	
600998	 drug therapy antimalarial given 	TTTT	2261	
600999	 malaria prophylaxis 	TT	2261	
601000	 given human immunoglobulin 	TTT	12154	
601001	 given tetanus immunoglobulin 	TTT	19902	
601002	 salmonella contact abroad 	TTT	2106	
601003	 typhoid contact 	TT	2106	
601004	 parasitic disease contact abroad 	TTTT	2106	
601005	 typhoid contact abroad 	TTT	2106	
601006	 vaginal infection partner has 	TTTT	2106	
601007	 parasitic disease contact 	TTT	2106	
601008	 infective disease contact abroad 	TTTT	2106	
601009	 infective disease contact 	TTT	2106	
601010	 infection high risk 	TTT	2106	
601011	 vaginal infection partner has pat state 	TTTTTT	2106	
601012	 tuberculosis contact 	TT	1342	
601013	 tb high risk tuberculosis 	TTTT	1342	
601014	 tuberculosis close contact 	TTT	1342	
601015	 poliomyelitis contact with carrier abroa 	TTITT	41331	
601016	 poliomyelitis contact with carrier 	TTIT	41331	
601017	 smallpox contact 	TT	39652	
601018	 contact with smallpox suspect 	TITT	39652	
601019	 rubella contact 	TT	14754	
601020	 rubella contact deliberately 	TTT	14754	
601021	 rabies possible exposure / contact 	TTOIO	5040	
601022	 rabies possible exposure / contact abroad 	TTOIOT	5040	
601023	 venereal disease contact abroad 	TTTT	10374	
601024	 venereal disease contact 	TTT	10374	
601025	 threadworms in family 	TIT	7511	
601026	 worms in family 	TIT	7511	
601027	 contact serum hepatitis 	TTT	7936	
601028	 dysentery carrier 	TT	21313	
601029	 parasitic / infective disease carrier prov 	OIOTTT	21313	
601030	 paratyphoid carrier 	TT	21313	
601031	 carrier parasitic / infective disease 	TOIOT	21313	
601032	 parasitic / infective disease carrier 	OIOTT	21313	
601033	 dysentery carrier proven 	TTI	21313	
601034	 typhoid carrier proven 	TTI	20854	
601035	 typhoid carrier 	TT	20854	
601036	 salmonella carrier 	TT	4368	
601037	 salmonella carrier proven 	TTI	4368	
601038	 herpes genital carrier 	TTT	20250	
601039	 herpes genital carrier proven 	TTTI	20250	
601040	 aids carrier 	TT	23763	
601041	 carrier amoebiasis possible 	TTT	31332	
601042	 carrier amoebiasis suspected 	TTT	31332	
601043	 diphtheria carrier 	TT	31508	
601044	 diphtheria carrier proven 	TTI	31508	
601045	 disease notified 	TT	6001	
601046	 disease notification 	TT	6001	
601047	 advice about hospital referral 	TTTT	17803	
601048	 hospital treatment enquiry 	TTT	2963	
601049	 advice about hospital treatment 	TTTT	2963	
601050	 referral enquiry hospital 	TTT	2963	
601051	 hospital attender 	TT	3515	
601052	 pregnant hysterectomy 	TT	269	
601053	 referred to hospital 	TIT	91	
601054	 referral 	T	91	
601055	 referred 	T	91	
601056	 referred away 	TT	91	
601057	 emergency admission 	TT	314	
601058	 hospital admission mental health act 	TTTTT	3488	
601059	 asthma hospitalised 	TT	7058	
601060	 seen in day hospital 	TITT	2280	
601061	 admitted mental hospital 	TTT	4711	
601062	 hospital admission 	TT	1047	
601063	 outpatient referral medical 	TTT	1861	
601064	 referred to medical clinic 	TITT	1861	
601065	 referred to paediatric clinic 	TITT	1394	
601066	 referred to dermatology clinic 	TITT	2636	
601067	 referred to cardiac clinic 	TITT	2269	
601068	 referred to neurology clinic 	TITT	2964	
601069	 referred to geriatric clinic 	TITT	1511	
601070	 referred to gastroenterology clinic 	TITT	2262	
601071	 referral outpatient psychiatric 	TTT	2189	
601072	 referred to child psychiatry clinic 	TITTT	2189	
601073	 referred to psychological medicine clini 	TITTT	2189	
601074	 referred to genito urinary medicine clin 	TITTTT	11653	
601075	 referred to venereology clinic 	TITT	11653	
601076	 referred special clinic 	TTT	11653	
601077	 referred to special clinic 	TITT	11653	
601078	 referred to rheumatology clinic 	TITT	1311	
601079	 referred to chest clinic 	TITT	3055	
601080	 referred to psychogeriatric clinic 	TITT	5338	
601081	 referred to oncology clinic 	TITT	4831	
601082	 referred to diabetic clinic 	TITT	7777	
601083	 referred to radiotherapy clinic 	TITT	8957	
601084	 referred to genetic counsellor 	TITT	13662	
601085	 referred to anaesthetic clinic 	TITT	22709	
601086	 referred to endocrine clinic 	TITT	11540	
601087	 referred to renal clinic 	TITT	13686	
601088	 referred to surgical clinic 	TITT	3016	
601089	 referred to ophthalmology clinic 	TITT	297	
601090	 referred to ent clinic 	TITT	1958	
601091	 referred to orthopaedic clinic 	TITT	890	
601092	 referred to neuro surgery clinic 	TITTT	16910	
601093	 referred to gynaecology clinic 	TITT	2116	
601094	 referred to plastic surgery clinic 	TITTT	1117	
601095	 referred to oral surgery clinic 	TITTT	11253	
601096	 referred to urology clinic 	TITT	2568	
601097	 referred to consultant 	TIT	29379	
601098	 referred to specialist 	TIT	29379	
601099	 referred to haematology clinic 	TITT	9441	
601100	 referred to pain clinic 	TITT	1936	
601101	 referred pain clinic 	TTT	1936	
601102	 nursing procedure arranged 	TTT	16123	
601103	 referred to health visitor 	TITT	6990	
601104	 referred to well child clinic 	TITTT	6990	
601105	 referred to welfare rights worker 	TITTT	5303	
601106	 referred to social services 	TITT	5303	
601107	 referred to dietician 	TIT	2879	
601108	 referred to physiotherapy department 	TITT	1116	
601109	 referred to rehabilitation clinic 	TITT	1116	
601110	 hospital referral 	TT	3975	
601111	 referred to day hospital 	TITT	21231	
601112	 referred to community psychiatric nurse 	TITTT	7052	
601113	 referred to occupational health dept 	TITTT	12322	
601114	 referred to speech therapy clinic 	TITTT	3033	
601115	 referred to speech clinic 	TITT	3033	
601116	 therapy speech referral 	TTT	3033	
601117	 referred to optician 	TIT	300	
601118	 ophthalmic referral for spectacles 	TTTT	300	
601119	 referral for eye test 	TTTT	300	
601120	 referred to occupational therapy 	TITT	6570	
601121	 referred to colostomy clinic 	TITT	16994	
601122	 hospital referral re cervical cytology 	TTTTT	4681	
601123	 referred to radiology department 	TITT	25741	
601124	 referred to biochemistry clinic 	TITT	15938	
601125	 referred to pathology department 	TITT	15938	
601126	 referred to microbiology clinic 	TITT	15938	
601127	 referred to chiropody clinic 	TITT	2211	
601128	 chyropody referral 	TT	2211	
601129	 referred to clinical psychology 	TITT	1690	
601130	 referred to homeopathy clinic 	TITT	19705	
601131	 clinic audiology 	TT	2064	
601132	 referred to audiology clinic 	TITT	2064	
601133	 referred to chronic sick clinic 	TITTT	20058	
